,City,Cloudiness,Country,Date,Humidity,Max Temp,Lat,Lng,Wind Speed
387,dali,100,CN,1578105459,49,43.61,34.79,109.94,8.01
388,urubicha,100,BO,1578105459,90,73.85,-15.63,-63.08,1.66
389,lalganj,90,IN,1578105459,93,51.8,26.17,80.97,1.99
390,vila franca do campo,75,PT,1578105453,77,62.6,37.72,-25.43,9.17
391,ilebo,100,CD,1578105459,85,71.85,-4.33,20.59,0.87
392,dhrangadhra,17,IN,1578105459,58,61.57,22.99,71.47,6.04
393,leningradskiy,85,RU,1578105459,74,-6.61,69.38,178.42,10.36
394,atar,48,MR,1578105450,19,56.07,20.52,-13.05,12.84
395,chowchilla,1,US,1578105460,76,57.2,37.12,-120.26,4.7
396,hokitika,100,NZ,1578105460,68,56.16,-42.72,170.96,17.13
397,guantanamo,100,BO,1578105460,83,72.63,-16.14,-62.05,3.22
398,gravdal,100,NO,1578105460,74,37.4,59.79,5.78,26.4
399,pitimbu,20,BR,1578105460,83,78.8,-7.47,-34.81,4.7
400,ossora,100,RU,1578105460,84,24.96,59.24,163.07,13.65
401,concepcion del oro,0,MX,1578105460,57,37.87,24.63,-101.42,11.52
402,dongsheng,99,CN,1578105460,73,45.7,29.72,112.52,1.9
403,banda aceh,0,ID,1578105461,65,83.44,5.56,95.32,7.63
404,nalut,0,LY,1578105461,49,43.41,31.86,10.98,6.69
405,oksfjord,75,NO,1578105461,95,32.0,70.24,22.35,19.46
406,chopan,0,IN,1578105461,76,60.51,24.52,83.02,4.45
407,rio gallegos,3,AR,1578105461,70,48.2,-51.62,-69.22,5.82
408,hinton,100,CA,1578105461,96,17.89,53.4,-117.57,4.43
409,pacific grove,1,US,1578105409,62,57.2,36.62,-121.92,4.7
410,pochutla,40,MX,1578105461,74,80.6,15.74,-96.47,3.36
411,vao,0,EE,1578105461,76,33.89,59.1,26.19,12.71
412,gainesville,75,US,1578105323,78,75.99,29.65,-82.33,12.75
413,port moresby,75,PG,1578105461,62,89.6,-9.47,147.16,11.41
414,mweka,100,CD,1578105461,94,69.84,-4.85,21.56,0.07
415,nadym,84,RU,1578105461,94,6.39,65.53,72.51,13.29
416,san lawrenz,0,MT,1578105461,87,55.0,36.06,14.2,11.41
417,pascagoula,90,US,1578105341,100,60.8,30.37,-88.56,5.82
418,kholm,40,AF,1578105462,76,39.2,36.69,67.7,2.24
419,denizli,0,TR,1578105462,92,26.6,37.77,29.09,2.64
420,saint paul,90,US,1578105462,79,28.4,44.95,-93.1,11.41
421,matinhos,75,BR,1578105462,94,75.99,-25.82,-48.53,5.82
422,muroto,75,JP,1578105462,51,53.6,33.37,134.14,5.82
423,ishigaki,40,JP,1578105462,64,73.4,24.34,124.16,11.41
424,najran,0,SA,1578105462,58,59.0,17.54,44.22,3.13
425,gushikawa,20,JP,1578105164,60,69.8,26.35,127.87,8.05
426,sur,0,OM,1578105462,65,67.19,22.57,59.53,5.06
427,sokoto,0,NG,1578105462,24,56.34,13.06,5.24,17.11
428,egvekinot,0,RU,1578105462,71,-12.17,66.32,-179.17,11.43
429,noumea,0,NC,1578105462,43,89.6,-22.28,166.46,14.99
430,sabang,17,PH,1578105305,81,79.0,13.8,121.11,8.99
431,galesong,20,ID,1578105462,83,84.2,-5.32,119.37,6.93
432,caxito,75,BR,1578105463,88,77.0,-22.65,-42.51,4.7
433,aksu,90,KZ,1578105407,92,23.0,52.04,76.93,6.71
434,talcahuano,0,CL,1578105463,77,66.2,-36.72,-73.12,14.99
435,khartoum,64,SD,1578105463,29,60.8,15.59,32.54,20.8
436,gayny,100,RU,1578105463,93,31.69,60.3,54.33,11.34
437,mount isa,75,AU,1578105463,30,96.8,-20.73,139.49,11.41
438,talnakh,100,RU,1578105463,76,-4.0,69.49,88.39,17.9
439,sivaki,13,RU,1578105463,91,-5.84,52.63,126.75,5.97
440,cap malheureux,75,MU,1578105452,94,77.0,-19.98,57.61,2.24
441,santa maria del oro,0,MX,1578105463,51,37.69,25.95,-105.37,1.57
442,killarney,0,AU,1578105463,20,89.01,-28.34,152.3,1.01
443,mitzic,100,GA,1578105464,98,69.62,0.78,11.55,2.13
444,peniche,40,PT,1578105464,93,54.0,39.36,-9.38,3.36
445,srednekolymsk,43,RU,1578105464,71,0.79,67.46,153.71,2.57
446,yerbogachen,96,RU,1578105185,97,5.68,61.28,108.01,4.09
447,itacoatiara,85,BR,1578105464,90,73.62,-3.14,-58.44,2.21
448,sibenik,99,HR,1578105464,73,32.11,45.81,17.18,0.51
449,brooks,100,CA,1578105464,69,39.9,50.57,-111.89,14.88
450,mawlaik,83,MM,1578105464,96,65.82,23.63,94.42,2.57
451,belmonte,1,PT,1578105464,95,45.0,40.36,-7.35,5.99
452,lata,31,IN,1578105464,79,6.31,30.78,78.62,5.44
453,sao joao da barra,100,BR,1578105464,91,74.61,-21.64,-41.05,7.78
454,naica,0,MX,1578105464,43,45.34,27.86,-105.49,3.22
455,manta,0,RO,1578105464,37,34.25,45.1,24.1,1.79
456,kumluca,0,TR,1578105464,69,42.42,36.37,30.29,3.69
457,golden,1,US,1578105424,35,42.8,39.76,-105.22,4.09
458,melendugno,1,IT,1578105465,87,42.8,40.27,18.34,6.93
459,pitogo,59,PH,1578105465,79,79.18,13.79,122.09,22.73
460,ostrowiec swietokrzyski,99,PL,1578105465,83,42.01,50.93,21.39,10.0
461,lumsden,90,CA,1578105465,92,15.8,50.65,-104.86,6.93
462,tramandai,9,BR,1578105347,78,73.06,-29.98,-50.13,25.01
463,neiafu,20,TO,1578105465,65,82.4,-18.65,-173.98,5.82
464,dinghai,40,CN,1578105465,68,66.2,26.28,119.79,6.71
465,aklavik,90,CA,1578105465,75,-18.4,68.22,-135.01,3.36
466,namibe,100,AO,1578105466,96,71.92,-15.19,12.15,6.53
467,todos santos,5,MX,1578105466,63,68.0,23.45,-110.23,9.17
468,kaspiyskiy,0,RU,1578105466,84,30.61,45.39,47.37,5.99
469,ginda,58,IN,1578105466,68,38.44,30.69,78.49,2.75
470,mezen,100,RU,1578105466,95,32.16,65.85,44.24,17.45
471,atbasar,99,KZ,1578105466,95,16.16,51.81,68.36,9.22
472,taltal,1,CL,1578105466,90,56.98,-25.41,-70.49,1.45
473,sao filipe,88,CV,1578105466,73,70.95,14.9,-24.5,10.22
474,erzin,75,TR,1578105457,100,48.0,36.95,36.2,6.93
475,college,1,US,1578105467,74,-25.6,64.86,-147.8,3.83
476,muros,40,ES,1578105467,100,50.0,42.77,-9.06,1.12
477,aketi,100,CD,1578105467,52,75.18,2.74,23.78,5.08
478,shumikha,100,RU,1578105467,93,16.47,55.23,63.28,14.97
479,buy,100,RU,1578105467,89,31.28,58.48,41.53,13.8
480,comodoro rivadavia,26,AR,1578105179,46,73.4,-45.87,-67.48,19.46
481,iberia,100,PE,1578105467,97,71.74,-11.41,-69.49,2.19
482,straumen,75,NO,1578105435,91,39.2,63.87,11.3,33.33
483,yarmouth,90,CA,1578105317,100,41.0,43.84,-66.12,3.36
484,prince george,40,CA,1578105418,75,41.0,53.92,-122.75,14.99
485,dingle,47,PH,1578105468,83,79.39,11.0,122.67,13.11
486,progreso,1,UY,1578105468,60,75.99,-34.68,-56.22,10.29
487,yarada,75,IN,1578105468,94,69.8,17.65,83.27,2.24
488,dzialdowo,90,PL,1578105468,100,37.4,53.24,20.17,8.05
489,qaqortoq,100,GL,1578105468,31,35.6,60.72,-46.03,42.5
490,ungureni,0,RO,1578105468,100,28.99,44.68,25.91,4.7
491,aksarka,91,RU,1578105468,96,4.69,66.56,67.8,10.16
492,bagdarin,0,RU,1578105468,82,8.02,54.44,113.59,2.57
493,challapata,97,BO,1578105468,76,52.43,-18.9,-66.78,3.24
494,sayyan,0,YE,1578105468,59,49.24,15.17,44.32,1.25
495,el carmen de bolivar,79,CO,1578105468,84,75.04,9.72,-75.12,4.88
496,laguna,3,BZ,1578105469,94,75.2,16.17,-88.94,1.41
497,cienfuegos,20,CU,1578105469,94,73.4,22.15,-80.44,6.93
498,gamba,53,CN,1578105469,64,7.07,28.28,88.52,3.71
499,caravelas,100,BR,1578105469,95,73.49,-17.73,-39.27,11.18
500,wuzhou,100,CN,1578105469,53,74.46,23.48,111.3,3.06
501,baykit,68,RU,1578105469,93,2.25,61.68,96.39,2.93
502,alta floresta,91,BR,1578105469,97,71.33,-9.87,-56.08,6.53
503,morehead,90,US,1578105469,93,55.4,38.18,-83.43,10.51
504,carlisle,91,GB,1578105469,93,46.0,54.89,-2.94,26.4
505,mitsamiouli,94,KM,1578105198,83,80.85,-11.38,43.28,6.91
506,portland,90,US,1578105469,86,41.0,43.66,-70.25,12.93
507,kalmunai,8,LK,1578105470,74,82.02,7.42,81.82,10.09
508,chhabra,0,IN,1578105470,82,56.91,24.67,76.85,7.07
509,marrakesh,45,MA,1578105470,76,48.2,31.63,-7.99,2.24
510,lagdo,0,CM,1578105470,30,60.62,9.06,13.67,3.96
511,santa rosalia,75,IT,1578105470,67,57.99,38.07,13.27,5.82
512,rostovka,75,RU,1578105470,85,17.6,55.02,73.58,8.95
513,sandakan,40,MY,1578105257,79,84.2,5.84,118.12,11.41
514,peace river,90,CA,1578105470,92,17.6,56.23,-117.29,12.75
515,burnie,94,AU,1578105198,66,61.0,-41.05,145.91,20.0
516,hvide sande,67,DK,1578105470,86,44.01,56.01,8.13,21.92
517,kijang,100,KR,1578105470,35,41.0,35.24,129.21,5.82
518,shenjiamen,100,CN,1578105470,90,55.51,29.96,122.3,16.89
519,minuri,98,PH,1578105471,87,68.36,16.54,121.86,3.38
520,goderich,49,CA,1578105447,78,36.0,43.74,-81.71,1.01
521,melbourne,75,AU,1578105236,68,79.0,-37.81,144.96,23.04
522,praia da vitoria,75,PT,1578105471,82,55.4,38.73,-27.07,17.6
523,raduzhnyy,100,RU,1578105471,92,8.78,62.1,77.47,11.65
524,hede,70,SE,1578105471,55,35.01,60.45,15.49,13.87
525,charters towers,82,AU,1578105471,33,91.69,-20.07,146.27,13.73
526,shache,100,CN,1578105406,60,24.39,38.42,77.24,3.27
527,tall kayf,90,TR,1578105471,87,46.4,37.08,41.07,4.7
528,sturgis,67,CA,1578105471,94,7.52,51.94,-102.54,4.61
529,mayya,100,RU,1578105471,66,-32.8,61.74,130.28,4.47
530,mpika,100,ZM,1578105471,93,64.24,-11.84,31.4,3.0
531,ereymentau,23,KZ,1578105472,91,14.68,51.62,73.1,12.93
532,arman,76,RU,1578105472,72,23.16,59.7,150.17,40.58
533,orocue,45,CO,1578105472,68,77.0,4.79,-71.34,5.66
534,kulu,100,CD,1578105472,43,76.24,3.47,23.69,0.89
535,auki,30,NG,1578105472,25,57.29,12.18,6.51,18.88
